stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step
0,7.691359000000148,0.9676992364349001,0.0434340893,1.7332639999999628,0.42498300000011113,1.3082809999998517,0.7548076923076229,8.99964,9.42462300000011,1080,1131,False,False
1,9.42462300000011,0.9341185418302239,0.0458914793,1.6999319999999898,0.40831699999989723,1.2916150000000926,0.7598039215686865,10.716238000000203,11.1245550000001,1286,1335,False,False
2,11.1245550000001,0.9418463731150593,0.0455688488,1.7165979999999763,0.46664800000007745,1.2499499999998989,0.7281553398057764,12.374505,12.841153000000077,1485,1541,False,False
3,12.841153000000077,0.9489521918893318,0.0467670686,1.9249230000000352,0.44164900000009766,1.4832739999999376,0.770562770562724,14.324427000000014,14.766076000000112,1719,1772,False,False
4,14.766076000000112,0.953827013584604,0.0487385361,1.8499260000000959,0.41665000000011787,1.433275999999978,0.7747747747747228,16.19935200000009,16.616002000000208,1944,1994,False,False
5,16.616002000000208,0.9447786047978716,0.0486055321,1.866591999999855,0.4333160000001044,1.4332759999997506,0.7678571428570689,18.04927799999996,18.482594000000063,2166,2218,False,False
6,18.482594000000063,0.9995824913038281,0.0450254961,1.8249269999998887,0.5333119999997962,1.2916150000000926,0.7077625570777194,19.774209000000155,20.30752099999995,2373,2437,False,False
7,20.30752099999995,1.011300029842606,0.045464925100000005,1.7665960000001633,0.4333160000001044,1.3332800000000589,0.754716981132039,21.64080100000001,22.074117000000115,2597,2649,False,False
8,22.074117000000115,1.0335630988881819,0.044280819000000006,1.7165979999999763,0.48331400000006397,1.2332839999999123,0.7184466019417064,23.307401000000027,23.79071500000009,2797,2855,False,False
9,23.79071500000009,0.9506467139970621,0.0469989374,1.6166020000000572,0.3499859999999444,1.2666160000001128,0.7835051546392173,25.057331000000204,25.40731700000015,3007,3049,False,False
10,25.40731700000015,0.8068401055256422,0.0503193279,1.5749369999998635,0.3749849999999242,1.1999519999999393,0.7619047619047894,26.607269000000088,26.98225400000001,3193,3238,True,True
11,26.98225400000001,1.3936073878777824,0.0390814816,3.316534000000047,0.4999800000000505,2.8165539999999964,0.8492462311557658,29.798808000000008,30.29878800000006,3576,3636,True,True
12,30.29878800000006,1.0316634766828707,0.0371325582,1.7582629999999426,0.5166459999998096,1.241617000000133,0.706161137440857,31.54040500000019,32.057051,3785,3847,False,False
13,32.057051,1.0950872306347734,0.039545313400000004,1.5999360000000706,0.4749810000000707,1.124955,0.7031249999999689,33.182006,33.65698700000007,3982,4039,False,False
14,33.65698700000007,1.1115340739611574,0.0415339652,1.608269000000064,0.48331400000006397,1.124955,0.6994818652849463,34.78194200000007,35.265256000000136,4174,4232,False,False
15,35.265256000000136,1.0756822372373511,0.0395011272,1.5082729999999174,0.4333160000001044,1.074956999999813,0.712707182320357,36.34021299999995,36.77352900000005,4361,4413,False,False
16,36.77352900000005,1.0737886275120427,0.0463067251,1.67493300000001,0.48331400000006397,1.191618999999946,0.7114427860696153,37.965148,38.44846200000006,4556,4614,False,False
17,38.44846200000006,1.0170605068854737,0.053577930700000005,1.6499340000000302,0.4583150000000842,1.191618999999946,0.7222222222221762,39.64008100000001,40.09839600000009,4757,4812,False,False
18,40.09839600000009,0.9940775977951393,0.0441276802,1.641601000000037,0.49164700000005723,1.1499539999999797,0.7005076142131699,41.24835000000007,41.73999700000013,4950,5009,False,False
19,41.73999700000013,0.9817596058219329,0.047873248300000004,1.7832619999999224,0.42498299999988376,1.3582790000000386,0.761682242990709,43.09827600000017,43.52325900000005,5172,5223,False,False
20,43.52325900000005,1.0876912929895861,0.0460588625,1.67493300000001,0.48331400000006397,1.191618999999946,0.7114427860696153,44.714878,45.19819200000006,5366,5424,False,False
21,45.19819200000006,1.09433239704958,0.044542215,1.7665960000001633,0.48331400000006397,1.2832820000000993,0.7264150943396117,46.48147400000016,46.964788000000226,5578,5636,False,False
22,46.964788000000226,1.0216548074512966,0.0482441173,1.8749249999998483,0.49164700000005723,1.383277999999791,0.737777777777726,48.34806600000002,48.839713000000074,5802,5861,False,False
23,48.839713000000074,0.3039062748871703,0.026811316,1.6499340000000302,0.3083209999999781,1.3416130000000521,0.8131313131313298,50.181326000000126,50.489647000000105,6022,6059,True,True
